GDSC_CELL_LINE,DepMap_ModelID,DepMap_CellLineName,DepMap_StrippedName,COSMIC_ID,Match_Method,Confidence,Fuzzy_Score
RT4,ACH-000242,RT4,RT4,687455,COSMIC_ID,HIGH,
SW780,ACH-000384,SW 780,SW780,687457,COSMIC_ID,HIGH,
TCCSUP,ACH-000720,TCCSUP,TCCSUP,687459,COSMIC_ID,HIGH,
C-33-A,ACH-001333,C-33 A,C33A,687505,COSMIC_ID,HIGH,
C-4-I,ACH-001334,C-4 I,C4I,687506,COSMIC_ID,HIGH,
NCI-H1623,ACH-000744,NCI-H1623,NCIH1623,687798,COSMIC_ID,HIGH,
ME-180,ACH-001359,ME-180,ME180,687514,COSMIC_ID,HIGH,
8-MG-BA,ACH-000137,8-MG-BA,8MGBA,687562,COSMIC_ID,HIGH,
A172,ACH-000558,A-172,A172,687563,COSMIC_ID,HIGH,
GB-1,ACH-000738,GB-1,GB1,687568,COSMIC_ID,HIGH,
T98G,ACH-000571,T98G,T98G,687586,COSMIC_ID,HIGH,
U-118-MG,ACH-000040,U-118 MG,U118MG,687588,COSMIC_ID,HIGH,
U-87-MG,ACH-000075,U-87 MG,U87MG,687590,COSMIC_ID,HIGH,
YKG-1,ACH-000570,YKG1,YKG1,687592,COSMIC_ID,HIGH,
ChaGo-K-1,ACH-000867,ChaGo-K-1,CHAGOK1,687596,COSMIC_ID,HIGH,
NCI-H720,ACH-002174,NCI-H720,NCIH720,687600,COSMIC_ID,HIGH,
Calu-3,ACH-000392,Calu-3,CALU3,687777,COSMIC_ID,HIGH,
COR-L23,ACH-000662,COR-L23,CORL23,687780,COSMIC_ID,HIGH,
LK-2,ACH-000769,LK-2,LK2,687787,COSMIC_ID,HIGH,
42-MG-BA,ACH-000323,42-MG-BA,42MGBA,687561,COSMIC_ID,HIGH,
COLO-800,ACH-000401,COLO-800,COLO800,906813,COSMIC_ID,HIGH,
NCI-H82,ACH-000355,NCI-H82,NCIH82,688031,COSMIC_ID,HIGH,
SK-N-DZ,ACH-000366,SK-N-DZ,SKNDZ,688086,COSMIC_ID,HIGH,
HCC1954,ACH-000859,HCC1954,HCC1954,749709,COSMIC_ID,HIGH,
HCC1143,ACH-000374,HCC1143,HCC1143,749710,COSMIC_ID,HIGH,
HCC1187,ACH-000111,HCC1187,HCC1187,749711,COSMIC_ID,HIGH,
HCC1395,ACH-000699,HCC1395,HCC1395,749712,COSMIC_ID,HIGH,
HCC1599,ACH-000196,HCC1599,HCC1599,749713,COSMIC_ID,HIGH,
HCC1937,ACH-000223,HCC1937,HCC1937,749714,COSMIC_ID,HIGH,
HCC2157,ACH-000691,HCC2157,HCC2157,749715,COSMIC_ID,HIGH,
HCC2218,ACH-000755,HCC2218,HCC2218,749716,COSMIC_ID,HIGH,
HCC38,ACH-000276,HCC38,HCC38,749717,COSMIC_ID,HIGH,
BB30-HNC,ACH-002212,BB30-HNC,BB30HNC,753531,COSMIC_ID,HIGH,
BB49-HNC,ACH-002213,BB49-HNC,BB49HNC,753532,COSMIC_ID,HIGH,
BB65-RCC,ACH-002090,BB65-RCC,BB65RCC,753533,COSMIC_ID,HIGH,
TE-5,ACH-000408,TE-5,TE5,735784,COSMIC_ID,HIGH,
BEN,ACH-000603,BEN,BEN,753534,COSMIC_ID,HIGH,
CADO-ES1,ACH-000210,CADO-ES1,CADOES1,753539,COSMIC_ID,HIGH,
CAL-12T,ACH-000826,CAL-12T,CAL12T,753540,COSMIC_ID,HIGH,
CAL-33,ACH-000518,CAL-33,CAL33,753541,COSMIC_ID,HIGH,
CP50-MEL-B,ACH-002096,CP50-MEL-B,CP50MELB,753545,COSMIC_ID,HIGH,
CP66-MEL,ACH-002097,CP66-MEL,CP66MEL,753546,COSMIC_ID,HIGH,
CPC-N,ACH-001049,CPC-N,CPCN,753547,COSMIC_ID,HIGH,
CTV-1,ACH-002222,CTV-1,CTV1,753548,COSMIC_ID,HIGH,
D-542MG,ACH-002230,D-542MG,D542MG,753549,COSMIC_ID,HIGH,
DMS-79,ACH-000703,DMS 79,DMS79,753551,COSMIC_ID,HIGH,
DSH1,ACH-002235,DSH1,DSH1,753552,COSMIC_ID,HIGH,
EBC-1,ACH-000563,EBC-1,EBC1,753554,COSMIC_ID,HIGH,
EC-GI-10,ACH-000305,EC-GI-10,ECGI10,753555,COSMIC_ID,HIGH,
BHY,ACH-000548,BHY,BHY,753535,COSMIC_ID,HIGH,
NCI-H2052,ACH-000153,NCI-H2052,NCIH2052,688058,COSMIC_ID,HIGH,
SW1573,ACH-000677,SW 1573,SW1573,724878,COSMIC_ID,HIGH,
NCI-H2009,ACH-000886,NCI-H2009,NCIH2009,724873,COSMIC_ID,HIGH,
SK-N-FI,ACH-000341,SK-N-FI,SKNFI,688087,COSMIC_ID,HIGH,
VA-ES-BJ,ACH-001702,VA-ES-BJ,VAESBJ,688121,COSMIC_ID,HIGH,
VMRC-LCD,ACH-001233,VMRC-LCD,VMRCLCD,713869,COSMIC_ID,HIGH,
SBC-5,ACH-000670,SBC-5,SBC5,713880,COSMIC_ID,HIGH,
SBC-1,ACH-002196,SBC-1,SBC1,713885,COSMIC_ID,HIGH,
LU-135,ACH-001549,Lu-135,LU135,713899,COSMIC_ID,HIGH,
SK-N-SH,ACH-000149,SK-N-SH,SKNSH,717431,COSMIC_ID,HIGH,
NCI-H2030,ACH-000521,NCI-H2030,NCIH2030,722045,COSMIC_ID,HIGH,
NCI-H2122,ACH-000311,NCI-H2122,NCIH2122,722046,COSMIC_ID,HIGH,
NCI-H1734,ACH-000675,NCI-H1734,NCIH1734,722058,COSMIC_ID,HIGH,
NCI-H650,ACH-000945,NCI-H650,NCIH650,722066,COSMIC_ID,HIGH,
T24,ACH-000018,T24,T24,724812,COSMIC_ID,HIGH,
NCI-H2291,ACH-000718,NCI-H2291,NCIH2291,724874,COSMIC_ID,HIGH,
NCI-H929,ACH-000050,NCI-H929,NCIH929,724825,COSMIC_ID,HIGH,
NCI-H1299,ACH-000510,NCI-H1299,NCIH1299,724831,COSMIC_ID,HIGH,
NCI-H2087,ACH-000841,NCI-H2087,NCIH2087,724834,COSMIC_ID,HIGH,
UM-UC-3,ACH-000522,UM-UC-3,UMUC3,724838,COSMIC_ID,HIGH,
SW756,ACH-001402,SW756,SW756,724839,COSMIC_ID,HIGH,
NCI-H727,ACH-000775,NCI-H727,NCIH727,724855,COSMIC_ID,HIGH,
Calu-6,ACH-000264,Calu-6,CALU6,724859,COSMIC_ID,HIGH,
LU-65,ACH-000438,Lu-65,LU65,724863,COSMIC_ID,HIGH,
NCI-H1355,ACH-000666,NCI-H1355,NCIH1355,724866,COSMIC_ID,HIGH,
NCI-H1792,ACH-000496,NCI-H1792,NCIH1792,724868,COSMIC_ID,HIGH,
HPAF-II,ACH-000094,HPAF-II,HPAFII,724869,COSMIC_ID,HIGH,
MIA-PaCa-2,ACH-000601,MIA PaCa-2,MIAPACA2,724870,COSMIC_ID,HIGH,
SHP-77,ACH-000790,SHP-77,SHP77,724872,COSMIC_ID,HIGH,
SK-N-AS,ACH-000260,SK-N-AS,SKNAS,724828,COSMIC_ID,HIGH,
COLO-792,ACH-000968,COLO 792,COLO792,906814,COSMIC_ID,HIGH,
BT-20,ACH-000536,BT-20,BT20,906801,COSMIC_ID,HIGH,
COLO-679,ACH-000805,COLO-679,COLO679,906818,COSMIC_ID,HIGH,
MOLT-16,ACH-000918,MOLT-16,MOLT16,908147,COSMIC_ID,HIGH,
MONO-MAC-6,ACH-000006,MONO-MAC-6,MONOMAC6,908148,COSMIC_ID,HIGH,
MPP-89,ACH-000319,MPP 89,MPP89,908150,COSMIC_ID,HIGH,
MRK-nu-1,ACH-002163,MRK-nu-1,MRKNU1,908151,COSMIC_ID,HIGH,
MSTO-211H,ACH-000335,MSTO-211H,MSTO211H,908152,COSMIC_ID,HIGH,
MV-4-11,ACH-000045,MV4-11,MV411,908156,COSMIC_ID,HIGH,
NALM-6,ACH-000938,NALM-6,NALM6,908158,COSMIC_ID,HIGH,
NAMALWA,ACH-000944,NAMALWA,NAMALWA,908159,COSMIC_ID,HIGH,
NCCIT,ACH-001578,NCCIT,NCCIT,908441,COSMIC_ID,HIGH,
NCI-H508,ACH-000360,NCI-H508,NCIH508,908442,COSMIC_ID,HIGH,
NCI-H520,ACH-000395,NCI-H520,NCIH520,908443,COSMIC_ID,HIGH,
SNU-1,ACH-000932,SNU-1,SNU1,908444,COSMIC_ID,HIGH,
SNU-5,ACH-000303,SNU-5,SNU5,908445,COSMIC_ID,HIGH,
SNU-16,ACH-000581,SNU-16,SNU16,908446,COSMIC_ID,HIGH,
NH-12,ACH-001603,NH-12,NH12,908447,COSMIC_ID,HIGH,
NKM-1,ACH-002290,NKM-1,NKM1,908448,COSMIC_ID,HIGH,
NMC-G1,ACH-000200,NMC-G1,NMCG1,908449,COSMIC_ID,HIGH,
no-11,ACH-001606,no.11,NO11,908450,COSMIC_ID,HIGH,
NOMO-1,ACH-000168,NOMO-1,NOMO1,908451,COSMIC_ID,HIGH,
no-10,ACH-001605,no.10,NO10,908452,COSMIC_ID,HIGH,
NTERA-2-cl-D1,ACH-002291,NTERA-2 cl.D1,NTERA2CLD1,908454,COSMIC_ID,HIGH,
NUGC-3,ACH-000911,NUGC-3,NUGC3,908455,COSMIC_ID,HIGH,
NCI-H747,ACH-000403,NCI-H747,NCIH747,908457,COSMIC_ID,HIGH,
NCI-H716,ACH-000491,NCI-H716,NCIH716,908458,COSMIC_ID,HIGH,
NCI-H596,ACH-000628,NCI-H596,NCIH596,908459,COSMIC_ID,HIGH,
MOLT-13,ACH-000795,MOLT-13,MOLT13,908146,COSMIC_ID,HIGH,
MOG-G-UVW,ACH-001126,MOG-G-UVW,MOGGUVW,908145,COSMIC_ID,HIGH,
MOG-G-CCM,ACH-001125,MOG-G-CCM,MOGGCCM,908144,COSMIC_ID,HIGH,
MN-60,ACH-002275,MN-60,MN60,908143,COSMIC_ID,HIGH,
LS-411N,ACH-000985,LS411N,LS411N,907794,COSMIC_ID,HIGH,
LS-513,ACH-000007,LS513,LS513,907795,COSMIC_ID,HIGH,
LU-99A,ACH-002158,LU-99A,LU99A,907796,COSMIC_ID,HIGH,
MC116,ACH-000583,MC116,MC116,907799,COSMIC_ID,HIGH,
MC-IXC,ACH-002160,MC-IXC,MCIXC,908118,COSMIC_ID,HIGH,
COLO-680N,ACH-000717,COLO-680N,COLO680N,906817,COSMIC_ID,HIGH,
MDA-MB-361,ACH-000934,MDA-MB-361,MDAMB361,908121,COSMIC_ID,HIGH,
MDA-MB-453,ACH-000910,MDA-MB-453,MDAMB453,908122,COSMIC_ID,HIGH,
MDA-MB-468,ACH-000849,MDA-MB-468,MDAMB468,908123,COSMIC_ID,HIGH,
MEL-HO,ACH-000450,MEL-HO,MELHO,908124,COSMIC_ID,HIGH,
MEL-JUSO,ACH-000881,MEL-JUSO,MELJUSO,908125,COSMIC_ID,HIGH,
MEG-01,ACH-000072,MEG-01,MEG01,908126,COSMIC_ID,HIGH,
NCI-H441,ACH-000638,NCI-H441,NCIH441,908460,COSMIC_ID,HIGH,
MES-SA,ACH-000449,MES-SA,MESSA,908127,COSMIC_ID,HIGH,
MFE-280,ACH-000192,MFE-280,MFE280,908129,COSMIC_ID,HIGH,
MFE-296,ACH-000879,MFE-296,MFE296,908130,COSMIC_ID,HIGH,
MG-63,ACH-000359,MG-63,MG63,908131,COSMIC_ID,HIGH,
MHH-CALL-2,ACH-000020,MHH-CALL-2,MHHCALL2,908132,COSMIC_ID,HIGH,
MHH-CALL-4,ACH-000156,MHH-CALL-4,MHHCALL4,908133,COSMIC_ID,HIGH,
MHH-ES-1,ACH-000391,MHH-ES-1,MHHES1,908134,COSMIC_ID,HIGH,
MHH-NB-11,ACH-000078,MHH-NB-11,MHHNB11,908135,COSMIC_ID,HIGH,
MHH-PREB-1,ACH-002272,MHH-PREB-1,MHHPREB1,908136,COSMIC_ID,HIGH,
MKN1,ACH-000351,MKN1,MKN1,908138,COSMIC_ID,HIGH,
MKN28,ACH-002161,MKN28,MKN28,908139,COSMIC_ID,HIGH,
ML-2,ACH-002273,ML-2,ML2,908141,COSMIC_ID,HIGH,
MLMA,ACH-002274,MLMA,MLMA,908142,COSMIC_ID,HIGH,
Mewo,ACH-000987,MeWo,MEWO,908128,COSMIC_ID,HIGH,
NCI-N87,ACH-000427,NCI-N87,NCIN87,908461,COSMIC_ID,HIGH,
NCI-H2452,ACH-000092,NCI-H2452,NCIH2452,908462,COSMIC_ID,HIGH,
NCI-H1793,ACH-000888,NCI-H1793,NCIH1793,908463,COSMIC_ID,HIGH,
RPMI-6666,ACH-001182,RPMI 6666,RPMI6666,909701,COSMIC_ID,HIGH,
RPMI-8402,ACH-000636,RPMI-8402,RPMI8402,909702,COSMIC_ID,HIGH,
RS4-11,ACH-000874,RS4;11,RS411,909703,COSMIC_ID,HIGH,
RT-112,ACH-000473,RT-112,RT112,909704,COSMIC_ID,HIGH,
RVH-421,ACH-000614,RVH-421,RVH421,909706,COSMIC_ID,HIGH,
Saos-2,ACH-000410,Saos-2,SAOS2,909707,COSMIC_ID,HIGH,
SCC-9,ACH-000181,SCC-9,SCC9,909709,COSMIC_ID,HIGH,
SCH,ACH-002198,SCH,SCH,909711,COSMIC_ID,HIGH,
SF126,ACH-000609,SF126,SF126,909712,COSMIC_ID,HIGH,
SH-4,ACH-000441,SH-4,SH4,909713,COSMIC_ID,HIGH,
SIG-M5,ACH-000112,SIG-M5,SIGM5,909715,COSMIC_ID,HIGH,
SJRH30,ACH-001189,SJRH-30,SJRH30,909716,COSMIC_ID,HIGH,
RMG-I,ACH-000719,RMG-I,RMGI,909699,COSMIC_ID,HIGH,
SJSA-1,ACH-000748,SJSA-1,SJSA1,909717,COSMIC_ID,HIGH,
SK-HEP-1,ACH-000361,SK-HEP-1,SKHEP1,909719,COSMIC_ID,HIGH,
SK-LMS-1,ACH-000145,SK-LMS-1,SKLMS1,909720,COSMIC_ID,HIGH,
SK-LU-1,ACH-000309,SK-LU-1,SKLU1,909721,COSMIC_ID,HIGH,
SKM-1,ACH-000373,SKM-1,SKM1,909722,COSMIC_ID,HIGH,
SK-MEL-1,ACH-000465,SK-MEL-1,SKMEL1,909723,COSMIC_ID,HIGH,
SK-MEL-3,ACH-000423,SK-MEL-3,SKMEL3,909724,COSMIC_ID,HIGH,
SK-MEL-24,ACH-000822,SK-MEL-24,SKMEL24,909725,COSMIC_ID,HIGH,
SK-MEL-30,ACH-000810,SK-MEL-30,SKMEL30,909726,COSMIC_ID,HIGH,
SK-MEL-31,ACH-000640,SK-MEL-31,SKMEL31,909727,COSMIC_ID,HIGH,
SK-MES-1,ACH-000665,SK-MES-1,SKMES1,909728,COSMIC_ID,HIGH,
SK-MG-1,ACH-002304,SK-MG-1,SKMG1,909729,COSMIC_ID,HIGH,
SK-PN-DW,ACH-001193,SK-PN-DW,SKPNDW,909731,COSMIC_ID,HIGH,
SK-CO-1,ACH-000400,SK-CO-1,SKCO1,909718,COSMIC_ID,HIGH,
LS-123,ACH-000501,LS123,LS123,907792,COSMIC_ID,HIGH,
RKO,ACH-000943,RKO,RKO,909698,COSMIC_ID,HIGH,
REH,ACH-000960,Reh,REH,909696,COSMIC_ID,HIGH,
NCI-H358,ACH-000860,NCI-H358,NCIH358,908465,COSMIC_ID,HIGH,
NCI-H1155,ACH-000980,NCI-H1155,NCIH1155,908467,COSMIC_ID,HIGH,
NCI-H1105,ACH-000780,NCI-H1105,NCIH1105,908468,COSMIC_ID,HIGH,
NCI-H1436,ACH-000830,NCI-H1436,NCIH1436,908469,COSMIC_ID,HIGH,
NCI-H28,ACH-000648,NCI-H28,NCIH28,908470,COSMIC_ID,HIGH,
NCI-H1581,ACH-000015,NCI-H1581,NCIH1581,908471,COSMIC_ID,HIGH,
NCI-H1573,ACH-000916,NCI-H1573,NCIH1573,908472,COSMIC_ID,HIGH,
NCI-H1666,ACH-000448,NCI-H1666,NCIH1666,908473,COSMIC_ID,HIGH,
NCI-H1703,ACH-000747,NCI-H1703,NCIH1703,908474,COSMIC_ID,HIGH,
NCI-H1755,ACH-000282,NCI-H1755,NCIH1755,908475,COSMIC_ID,HIGH,
NCI-H1993,ACH-001137,NCI-H1993,NCIH1993,908476,COSMIC_ID,HIGH,
NCI-H2081,ACH-000394,NCI-H2081,NCIH2081,908480,COSMIC_ID,HIGH,
RF-48,ACH-002301,RF-48,RF48,909697,COSMIC_ID,HIGH,
NCI-H2196,ACH-000399,NCI-H2196,NCIH2196,908481,COSMIC_ID,HIGH,
ONS-76,ACH-000776,ONS-76,ONS76,909248,COSMIC_ID,HIGH,
OPM-2,ACH-000024,OPM-2,OPM2,909249,COSMIC_ID,HIGH,
OS-RC-2,ACH-000159,OS-RC-2,OSRC2,909250,COSMIC_ID,HIGH,
P12-ICHIKAWA,ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,909251,COSMIC_ID,HIGH,
P31-FUJ,ACH-000770,P31/FUJ,P31FUJ,909253,COSMIC_ID,HIGH,
PA-1,ACH-001374,PA-1 [PA1],PA1,909255,COSMIC_ID,HIGH,
OCUB-M,ACH-002179,OCUB-M,OCUBM,909256,COSMIC_ID,HIGH,
OC-314,ACH-000962,OC 314,OC314,909257,COSMIC_ID,HIGH,
PF-382,ACH-000937,PF-382,PF382,909260,COSMIC_ID,HIGH,
Raji,ACH-000654,Raji,RAJI,909262,COSMIC_ID,HIGH,
RCM-1,ACH-000565,RCM-1,RCM1,909263,COSMIC_ID,HIGH,
RD,ACH-000169,RD,RD,909264,COSMIC_ID,HIGH,
NCI-H524,ACH-000816,NCI-H524,NCIH524,908483,COSMIC_ID,HIGH,
LP-1,ACH-000204,LP-1,LP1,907791,COSMIC_ID,HIGH,
MDA-MB-175-VII,ACH-000759,MDA-MB-175-VII,MDAMB175VII,908120,COSMIC_ID,HIGH,
LOUCY,ACH-000104,Loucy,LOUCY,907789,COSMIC_ID,HIGH,
EVSA-T,ACH-001065,Evsa-T,EVSAT,906862,COSMIC_ID,HIGH,
FADU,ACH-000846,FaDu,FADU,906863,COSMIC_ID,HIGH,
FTC-133,ACH-000903,FTC-133,FTC133,906864,COSMIC_ID,HIGH,
G-361,ACH-000572,G-361,G361,906865,COSMIC_ID,HIGH,
GAMG,ACH-000098,GAMG,GAMG,906868,COSMIC_ID,HIGH,
GCIY,ACH-000047,GCIY,GCIY,906869,COSMIC_ID,HIGH,
GDM-1,ACH-000081,GDM-1,GDM1,906870,COSMIC_ID,HIGH,
GI-1,ACH-000756,GI-1,GI1,906871,COSMIC_ID,HIGH,
GI-ME-N,ACH-001344,GI-ME-N,GIMEN,906872,COSMIC_ID,HIGH,
GOTO,ACH-001716,GOTO,GOTO,906875,COSMIC_ID,HIGH,
GR-ST,ACH-002238,GR-ST,GRST,906877,COSMIC_ID,HIGH,
GCT,ACH-000835,GCT,GCT,906999,COSMIC_ID,HIGH,
ESS-1,ACH-000913,ESS-1,ESS1,907000,COSMIC_ID,HIGH,
H4,ACH-000389,H4,H4,907042,COSMIC_ID,HIGH,
H9,ACH-002240,H9,H9,907043,COSMIC_ID,HIGH,
HC-1,ACH-002242,HC-1,HC1,907044,COSMIC_ID,HIGH,
HCC1419,ACH-000277,HCC1419,HCC1419,907045,COSMIC_ID,HIGH,
HCC1569,ACH-000930,HCC1569,HCC1569,907046,COSMIC_ID,HIGH,
HCC1806,ACH-000624,HCC1806,HCC1806,907047,COSMIC_ID,HIGH,
HCC70,ACH-000668,HCC70,HCC70,907048,COSMIC_ID,HIGH,
LoVo,ACH-000950,LoVo,LOVO,907790,COSMIC_ID,HIGH,
HEL,ACH-000004,HEL,HEL,907053,COSMIC_ID,HIGH,
HGC-27,ACH-000847,HGC-27,HGC27,907055,COSMIC_ID,HIGH,
HH,ACH-000061,HH,HH,907056,COSMIC_ID,HIGH,
HLE,ACH-001089,HLE,HLE,907057,COSMIC_ID,HIGH,
ETK-1,ACH-002237,ETK-1,ETK1,906861,COSMIC_ID,HIGH,
EoL-1-cell,ACH-000198,EOL-1,EOL1,906856,COSMIC_ID,HIGH,
EM-2,ACH-000295,EM-2,EM2,906855,COSMIC_ID,HIGH,
EFO-27,ACH-000936,EFO-27,EFO27,906852,COSMIC_ID,HIGH,
CHP-212,ACH-000120,CHP-212,CHP212,906820,COSMIC_ID,HIGH,
CFPAC-1,ACH-000138,CFPAC-1,CFPAC1,906821,COSMIC_ID,HIGH,
Ca-Ski,ACH-001336,Ca Ski,CASKI,906824,COSMIC_ID,HIGH,
Caov-3,ACH-000713,Caov-3,CAOV3,906825,COSMIC_ID,HIGH,
CAL-120,ACH-000212,CAL-120,CAL120,906826,COSMIC_ID,HIGH,
CAL-72,ACH-001715,CAL-72,CAL72,906827,COSMIC_ID,HIGH,
CAL-62,ACH-000174,CAL-62,CAL62,906828,COSMIC_ID,HIGH,
C32,ACH-000580,C32,C32,906830,COSMIC_ID,HIGH,
Daudi,ACH-000786,Daudi,DAUDI,906831,COSMIC_ID,HIGH,
DB,ACH-000334,DB,DB,906832,COSMIC_ID,HIGH,
Daoy,ACH-000211,Daoy,DAOY,906833,COSMIC_ID,HIGH,
D-283MED,ACH-000055,D283 Med,D283MED,906834,COSMIC_ID,HIGH,
HOS,ACH-000613,HOS,HOS,907060,COSMIC_ID,HIGH,
DBTRG-05MG,ACH-000863,DBTRG-05MG,DBTRG05MG,906835,COSMIC_ID,HIGH,
Detroit562,ACH-000207,Detroit 562,DETROIT562,906837,COSMIC_ID,HIGH,
DG-75,ACH-002232,DG-75,DG75,906838,COSMIC_ID,HIGH,
DK-MG,ACH-000244,DK-MG,DKMG,906839,COSMIC_ID,HIGH,
DJM-1,ACH-002100,DJM-1,DJM1,906841,COSMIC_ID,HIGH,
DOHH-2,ACH-000056,DOHH-2,DOHH2,906842,COSMIC_ID,HIGH,
DoTc2-4510,ACH-001341,DoTc2 4510,DOTC24510,906843,COSMIC_ID,HIGH,
DU-4475,ACH-000258,Du4475,DU4475,906844,COSMIC_ID,HIGH,
EB2,ACH-001064,EB-2,EB2,906846,COSMIC_ID,HIGH,
EB-3,ACH-002236,EB-3,EB3,906847,COSMIC_ID,HIGH,
ECC10,ACH-000560,ECC10,ECC10,906848,COSMIC_ID,HIGH,
ECC12,ACH-000225,ECC12,ECC12,906849,COSMIC_ID,HIGH,
EFM-19,ACH-000330,EFM-19,EFM19,906851,COSMIC_ID,HIGH,
DEL,ACH-000233,DEL,DEL,906836,COSMIC_ID,HIGH,
HSC-3,ACH-000778,HSC-3,HSC3,907061,COSMIC_ID,HIGH,
HEC-1,ACH-001517,HEC-1,HEC1,907051,COSMIC_ID,HIGH,
HT,ACH-000914,HT,HT,907063,COSMIC_ID,HIGH,
KNS-42,ACH-000622,KNS-42,KNS42,907282,COSMIC_ID,HIGH,
HuP-T3,ACH-000118,HUP-T3,HUPT3,907285,COSMIC_ID,HIGH,
HuP-T4,ACH-000213,HUP-T4,HUPT4,907286,COSMIC_ID,HIGH,
HT55,ACH-000926,HT-55,HT55,907287,COSMIC_ID,HIGH,
HT-115,ACH-000986,HT115,HT115,907289,COSMIC_ID,HIGH,
HSC-4,ACH-000546,HSC-4,HSC4,907062,COSMIC_ID,HIGH,
GP5d,ACH-001345,GP5d,GP5D,907291,COSMIC_ID,HIGH,
DMS-53,ACH-000698,DMS 53,DMS53,907295,COSMIC_ID,HIGH,
G-402,ACH-000375,G-402,G402,907298,COSMIC_ID,HIGH,
G-401,ACH-000096,G-401,G401,907299,COSMIC_ID,HIGH,
KY821,ACH-002262,KY821,KY821,907300,COSMIC_ID,HIGH,
KU812,ACH-000074,KU812,KU812,907311,COSMIC_ID,HIGH,
KMS-12-BM,ACH-000380,KMS-12-BM,KMS12BM,907281,COSMIC_ID,HIGH,
KU-19-19,ACH-000486,KU-19-19,KU1919,907312,COSMIC_ID,HIGH,
KP-N-YN,ACH-000227,KP-N-YN,KPNYN,907314,COSMIC_ID,HIGH,
KYSE-150,ACH-000855,KYSE-150,KYSE150,907317,COSMIC_ID,HIGH,
KYSE-180,ACH-000693,KYSE-180,KYSE180,907318,COSMIC_ID,HIGH,
KYSE-270,ACH-000873,KYSE-270,KYSE270,907319,COSMIC_ID,HIGH,
KYSE-450,ACH-000865,KYSE-450,KYSE450,907320,COSMIC_ID,HIGH,
KYSE-510,ACH-000824,KYSE-510,KYSE510,907321,COSMIC_ID,HIGH,
L-428,ACH-000754,L-428,L428,907322,COSMIC_ID,HIGH,
L-540,ACH-000806,L-540,L540,907323,COSMIC_ID,HIGH,
LAMA-84,ACH-000301,LAMA-84,LAMA84,907783,COSMIC_ID,HIGH,
LC-2-ad,ACH-002157,LC-2-ad,LC2AD,907786,COSMIC_ID,HIGH,
LC4-1,ACH-002267,LC4-1,LC41,907787,COSMIC_ID,HIGH,
LNCaP-Clone-FGC,ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,907788,COSMIC_ID,HIGH,
KS-1,ACH-000631,KS-1,KS1,907313,COSMIC_ID,HIGH,
KMOE-2,ACH-002258,KMOE-2,KMOE2,907280,COSMIC_ID,HIGH,
H-EMC-SS,ACH-001519,H-EMC-SS,HEMCSS,907290,COSMIC_ID,HIGH,
KG-1,ACH-000386,KG-1,KG1,907278,COSMIC_ID,HIGH,
HT-1080,ACH-000054,HT-1080,HT1080,907064,COSMIC_ID,HIGH,
HT-1197,ACH-000547,HT-1197,HT1197,907065,COSMIC_ID,HIGH,
HT-1376,ACH-000724,HT-1376,HT1376,907066,COSMIC_ID,HIGH,
HT-144,ACH-000322,HT-144,HT144,907067,COSMIC_ID,HIGH,
HT-3,ACH-001525,HT-3,HT3,907068,COSMIC_ID,HIGH,
KINGS-1,ACH-002257,KINGS-1,KINGS1,907279,COSMIC_ID,HIGH,
HuH-7,ACH-000480,HuH-7,HUH7,907071,COSMIC_ID,HIGH,
HuO9,ACH-001526,HuO9,HUO9,907072,COSMIC_ID,HIGH,
HuTu-80,ACH-000538,HUTU80,HUTU80,907073,COSMIC_ID,HIGH,
IGR-1,ACH-000882,IGR-1,IGR1,907169,COSMIC_ID,HIGH,
IMR-5,ACH-002248,IMR-5,IMR5,907170,COSMIC_ID,HIGH,
IPC-298,ACH-000915,IPC-298,IPC298,907171,COSMIC_ID,HIGH,
IST-MEL1,ACH-002143,IST-MEL1,ISTMEL1,907172,COSMIC_ID,HIGH,
HuCCT1,ACH-000976,HuCCT1,HUCCT1,907069,COSMIC_ID,HIGH,
JAR,ACH-001529,JAR,JAR,907175,COSMIC_ID,HIGH,
IST-MES1,ACH-000569,IST-MES1,ISTMES1,907173,COSMIC_ID,HIGH,
KE-37,ACH-000101,KE-37,KE37,907277,COSMIC_ID,HIGH,
KATOIII,ACH-000793,KATO III,KATOIII,907276,COSMIC_ID,HIGH,
KASUMI-1,ACH-000263,KASUMI-1,KASUMI1,907275,COSMIC_ID,HIGH,
KARPAS-299,ACH-000053,KARPAS-299,KARPAS299,907273,COSMIC_ID,HIGH,
KARPAS-422,ACH-000315,KARPAS-422,KARPAS422,907274,COSMIC_ID,HIGH,
KALS-1,ACH-000231,KALS-1,KALS1,907271,COSMIC_ID,HIGH,
JVM-3,ACH-000346,JVM-3,JVM3,907270,COSMIC_ID,HIGH,
JVM-2,ACH-000106,JVM-2,JVM2,907269,COSMIC_ID,HIGH,
JiyoyeP-2003,ACH-002252,JiyoyeP-2003,JIYOYEP2003,907268,COSMIC_ID,HIGH,
JEG-3,ACH-001530,JEG-3,JEG3,907176,COSMIC_ID,HIGH,
KARPAS-45,ACH-002256,KARPAS-45,KARPAS45,907272,COSMIC_ID,HIGH,
NOS-1,ACH-002067,NOS-1,NOS1,,FUZZY_89,MEDIUM,89.0
